,model_id,ntrees,max_depth,min_rows,min_sum_hessian_in_leaf,sample_rate,col_sample_rate,col_sample_rate_per_tree,booster,reg_lambda,reg_alpha
0,XGBoost_1_AutoML_20190421_193027,110,5,3.0,100.0,0.8,0.8,0.8,gbtree,1.0,0.0
1,XGBoost_1_AutoML_20190421_193852,106,5,3.0,100.0,0.8,0.8,0.8,gbtree,1.0,0.0
2,XGBoost_2_AutoML_20190421_193027,110,5,3.0,100.0,0.8,0.8,0.8,gbtree,1.0,0.0
3,XGBoost_2_AutoML_20190421_193852,106,5,3.0,100.0,0.8,0.8,0.8,gbtree,1.0,0.0
4,XGBoost_3_AutoML_20190421_193027,110,5,3.0,100.0,0.8,0.8,0.8,gbtree,1.0,0.0
5,XGBoost_3_AutoML_20190421_193852,106,5,3.0,100.0,0.8,0.8,0.8,gbtree,1.0,0.0
6,XGBoost_grid_1_AutoML_20190421_193027_model_1,104,10,0.01,100.0,1.0,0.8,0.7,dart,0.001,0.01
7,XGBoost_grid_1_AutoML_20190421_193027_model_2,157,10,20.0,100.0,0.8,0.6,0.8,gbtree,1.0,0.01
8,XGBoost_grid_1_AutoML_20190421_193027_model_3,140,15,20.0,100.0,0.6,0.8,0.9,gbtree,0.01,0.1
9,XGBoost_grid_1_AutoML_20190421_193027_model_4,109,15,10.0,100.0,0.8,0.6,0.9,dart,1.0,0.5
10,XGBoost_grid_1_AutoML_20190421_193027_model_5,79,5,0.1,100.0,0.6,1.0,0.8,dart,10.0,0.5
11,XGBoost_grid_1_AutoML_20190421_193027_model_6,91,10,0.01,100.0,0.8,0.6,0.7,dart,0.1,0.1
12,XGBoost_grid_1_AutoML_20190421_193027_model_7,71,20,20.0,100.0,0.6,0.6,1.0,gbtree,0.01,0.001
13,XGBoost_grid_1_AutoML_20190421_193027_model_8,1,10,20.0,100.0,0.6,1.0,0.7,dart,0.1,0.5
14,XGBoost_grid_1_AutoML_20190421_193852_model_1,144,20,20.0,100.0,1.0,1.0,1.0,gbtree,10.0,0.5
15,XGBoost_grid_1_AutoML_20190421_193852_model_10,78,15,15.0,100.0,1.0,1.0,0.9,gbtree,0.001,0.1
16,XGBoost_grid_1_AutoML_20190421_193852_model_11,19,5,1.0,100.0,1.0,0.8,0.7,gbtree,0.001,1.0
17,XGBoost_grid_1_AutoML_20190421_193852_model_2,106,15,5.0,100.0,1.0,1.0,0.7,gbtree,0.01,0.1
18,XGBoost_grid_1_AutoML_20190421_193852_model_3,263,20,15.0,100.0,0.8,0.8,1.0,gbtree,100.0,1.0
19,XGBoost_grid_1_AutoML_20190421_193852_model_4,91,10,0.1,100.0,0.8,0.8,0.7,dart,0.1,0.5
20,XGBoost_grid_1_AutoML_20190421_193852_model_5,186,15,3.0,100.0,0.6,0.8,0.8,gbtree,10.0,0.001
21,XGBoost_grid_1_AutoML_20190421_193852_model_6,77,15,5.0,100.0,0.8,1.0,0.8,dart,100.0,0.001
22,XGBoost_grid_1_AutoML_20190421_193852_model_7,189,5,0.01,100.0,1.0,0.8,0.9,gbtree,0.01,0.1
23,XGBoost_grid_1_AutoML_20190421_193852_model_8,115,20,5.0,100.0,0.6,1.0,0.7,dart,100.0,0.01
24,XGBoost_grid_1_AutoML_20190421_193852_model_9,126,15,20.0,100.0,0.8,0.6,0.7,dart,0.01,0.001
